ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Corpus_Reference,Sense_IDs,alt_translation1
XV000312,Daakaka,nam pwer esi na trak mwe ka,nam	pwer	esi	na	trak	mwe	ka,$1sg=$real	stay	look	$comp	truck	$real	fly,I dreamt of a flying truck,,,,,SN001295,mi drim se wan trak i flae
XV000313,Daakaka,mwe pwer tevyam,mwe	pwer	tevy-am,$real	stay	side.of-$2sg.poss,it's up to you,,,,,SN001297 ; SN001728,i stap long yu
XV000314,Daakaka,mwe pwerlilye pyan vyanten ente,mwe	pwerlilye	pyan	vyanten	en=te,$real	envision	under	person	$dem=$dem.prox,he had a vision of this man,,,,,SN001298,em i drim long man ia
XV000315,Daakaka,metas mwe pwese,metas	mwe	pwese,spear	$real	stand.upright,the spear is standing up,,,,,SN001301,spia i stanap
XV000316,Daakaka,pwesye lowotop,pwesye	lowotop,branch.of	breadfruit.tree,branch of a breadfruit tree,,,,,SN001302,branis blong bredfrut
XV000317,Daakaka,yam pweli ne vya te pwis,ya=m	pweli	ne	vya	te	pwis,$3pl=$real	bake	$trans	times	$dist	be.plentiful,they baked it many times,,,,,SN001291 ; SN001303 ; SN001670,oli bekem plante taem
XV000318,Daakaka,kisim du tas te vyanten ente ma pwisyaa,kisi=m	du	tas	te	vyanten	en=te	ma	pwisyaa,$1pc.ex=$real	stay	sit	$disc	person	$dem=$dem.prox	$real	come.out,"we three were sitting down, then this man came looking for us",,,,,SN001304 ; SN001646 ; SN001673,"mitrifala i stap sidaon, afta man ya i kamkamaot"
XV000319,Daakaka,pyaavep na mu vu,pyaavep	na	mu	vu,afternoon	$comp	$real	good,good afternoon,,,,,SN001305,gud aftenun
XV000320,Daakaka,ka kop pyakane syuksyuk nyoo ente te tungane,ka	ko=p	pyakane	syuksyuk	nyoo	en=te	te	tungane,$mod.rel	$2sg=$pot	gather	rubbish	$3pl	$dem=$dem.prox	$disc	lay.fire.to,pick up all this rubbish and burn it,,,,,SN001309,pikim ap ol doti ia mo bonem
XV000321,Daakaka,kop me dap pyalir we,ko=p	me	da=p	pyalir	we,$2sg=$pot	come	$1d.in=$pot	negotiate	first,come so we can talk among the two of us,,,,,SN001312,yu kam bae yumi diskas festaem
XV000322,Daakaka,pyane yan apyang,pyane	yan	apyang,roast	on	fire,roast on a fire,,,,,SN001316,rusum long faea
XV000323,Daakaka,pyane or,pyane	or,burn	place,"(lit: ""burning the place"") burning the previously felled and dried plants in an area of the bush to prepare it for agriculture",,,,,SN001317,bonem ples
XV000324,Daakaka,wye pyangpyang,wye	pyang-pyang,water	$redup-hot,hot water,,,,,SN001319,wota we i hot
XV000325,Daakaka,pyase nesye,pyase	nesye,give.birth	its.child,give birth to a child,,,,,SN001323,bonem pikini blong hem
XV000326,Daakaka,yam du gene pyooan swa,ya=m	du	gene	pyoo=an	swa,$3pl=$real	stay	doo	make.ceremony=$nom	one,they are holding a custom ceremony,,,,,SN001325,oli stap mekem wan kastom seremoni
XV000327,Daakaka,kom bwe pyosane nye tevyan sewe?,ko=m	bwe	pyos=ane	nye	tevyan	sewe?,$2sg=$real	$cont	joke=$trans	$1sg	because.of	what,Why are you joking with me?,,,,,SN001326,Yu stap ple long mi from wanem?
XV000328,Daakaka,yem gene kukyur wi sii,ye=m	gene	kukyur	w=i	sii,$3d=$real	do	round	$pot=$cop	three,they did three rounds,,,,,SN001330 ; SN001440,oli mekem tri raon
XV000329,Daakaka,"koruuruu mwe ruuruu, ós ka we kin.","koruuruu	mwe	ruuruu,	ós	ka	we	kin.",thunder	$real	thunder	rain	$mod.rel	$pot	fall,"it's thundering, there will be rain.",,,,,SN001339,"tanda i stap tanda, ren bae kam."
XV000330,Daakaka,uluk mwe sa,ul-uk	mwe	sa,skin.of-$1sg.poss	$real	shy,I'm embarrased,,,,,SN001341 ; SN001888,mi sem
XV000331,Daakaka,saakuokuo waawaa wowo,saakuokuo	waawaa	wowo,change	limbs	big,fastening a cow to a different tree,,,,,SN001348,jenisim puluk
XV000332,Daakaka,kom sangane nye,ko=m	sangane	nye,$2sg=$real	treat.badly	$1sg,you're not treating me well,,,,,SN001365,yu bad fren long mi
XV000333,Daakaka,nam dakap me saor kyun,na=m	dakap	me	saor	kyun,$1sg=$real	just	come	arrive	just,I have just arrived,,,,,SN001367,mi jas kam tru nao
XV000334,Daakaka,san kekei mwe saor wuk?,s-an	kekei	mwe	saor	wuk?,$cl3-s.poss	small	$real	be.born	already,has her child already been born?,,,,,SN001368,pikinini blong hem i bon finis?
XV000335,Daakaka,nam saor 1933,nam	saor	1933,$1sg=$real	be.born	1933,I was born in 1933,,,,,SN001368,mi bin bon long 1933
XV000336,Daakaka,vyanten swa mwi towo save vyanten syan,vyanten	swa	mw=i	towo	save	vyanten	syan,person	one	$real=$cop	big	surpass	person	other,one man is bigger than the other,,,,,SN001375 ; SN001795,wan man i bigwan bitim narafala man
XV000337,Daakaka,kop sayung,ko=p	sayung,$2sg=$pot	quiet,be quiet!,,,,,SN001380,stap kwaet!
XV000338,Daakaka,eng mwe sayung,eng	mwe	sayung,wind	$real	quiet,the air is still,,,,,SN001380,win i kwaet
XV000339,Daakaka,myantung mwe kukuo save myasyu seaa yen bwili tes,myantung	mwe	ku-kuo	save	myasyu	seaa	yen	bwili	tes,swordfish	$real	$redup-run	surpass	fish	all	in	hole.of	sea,the swordfish outraces every other fish in the sea.,,,,,SN001387 ; SN001712,sodfis hem i resis bitim evri narafela fis long solwota
XV000340,Daakaka,ok eye ma seaa,ok	eye	ma	seaa,$1sg.poss	knife	$real	all,"my knife has been lost, I lost my knife",,,,,SN001388,naef blong mi i lus
XV000341,Daakaka,vyap myató mwe ongane ma ka wa seaa,vyap	myató	mwe	ongane	ma	ka	wa	seaa,venerable.woman	old	$real	feel	$real	$mod.rel	$pot	lose,the old woman felt she was going to die,,,,,SN001388,ofala woman i harem bae i ded
XV000342,Daakaka,see lewewo ma kekei,see	lewewo	ma	kekei,size.of	bamboo	$real	small,the bamboo is small,,,,,SN001394,saes blong bambu i smol
XV000343,Daakaka,mees ente buon mwe sek,mees	en=te	bu-on	mwe	sek,food	$dem=$dem.prox	smell.of-$3sg.poss	$real	stink,this food stinks,,,,,SN001398,kakae ia i stink
XV000344,Daakaka,seka ivyo,seka	ivyo,harvest	cabbage,,,,,,SN001399,pinjim kabis
XV000345,Daakaka,kop sekate mam em / kop sekate mam tako ane em,ko=p	sekate	m-am	em	/	kop	sekate	m-am	tako	ane	em,$2sg=$pot	fix	$cl1-$2sg.poss	house	/	$2sg=$pot	fix	$cl1-$2sg.poss	bamboo	$trans	house,fix the bamboo beams of your roof,,,,,SN001401,bae yu fasem taet haos blong yu
XV000346,Daakaka,"nam sekupane, ma kulye te kuo","nam	sekupane,	ma	kulye	te	kuo","$1sg=$real	startle,	$real	be.startled	$disc	run","I startled her/him, he/she got a fright and ran",,,,,SN001404,"mi fraetenem hem, i sek ale ron"
XV000347,Daakaka,aua mwe sekur,aua	mwe	sekur,rope	$real	be.torn,the rope has snapped,,,,,SN001405,rop i brok
XV000348,Daakaka,"bwe kuo vyan, aua mwe sekyu lyen te mu mur","bwe	kuo	vyan,	aua	mwe	sekyu	ly-en	te	mu	mur",$cont	run	go	rope	$real	surround	leg.of-$3sg.poss	$disc	$real	fall,"he ran, a liana entangled his leg, he fell",,,,,SN001406,"hem i ron i go, wan rop i raonem leg blong hem afta i foldaon"
XV000349,Daakaka,sematye,sema-tye,residue.of-$3.poss,"the residue of it, what's left of it",,,,,SN001412 ; SN001842,makas blong hem
XV000350,Daakaka,kasim semyosane sansi pele,kasi=m	semyos=ane	s-ansi	pele,$1pc.ex=$real	be.cheered=$trans	$cl3-$1pc.ex	game,we were praised for our victory,,,,,SN001413,oli presem mifala from gem blong mifala
XV000351,Daakaka,sene mesyu,sene	mesyu,hook	fish,catch a fish,,,,,SN001414,hukum fis
XV000352,Daakaka,temeli man ente mwe sene temeli vyaven swa,temeli	man	en=te	mwe	sene	temeli	vyaven	swa,child	male	$dem=$dem.prox	$real	hook	child	female	one,this boy has illicitly taken a girl,,,,,SN001414,boe ia i stilim wan gel
XV000353,Daakaka,sene em,sene	em,hook	house,making thatch slabs to cover a roof,,,,,SN001414,wokem ol taj blong kaverem ap wan ruf
XV000354,Daakaka,sene tako yan lewewo myane atótes,sene	tako	yan	lewewo	myane	atótes,hook	bamboo	on	bamboo	with	rattan,binding thatch slabs to bamboo poles using rattan strings,,,,,SN001414,hukum natanggura i go long bambu wetem loaken
XV000355,Daakaka,beleem ma sengap,beleem	ma	sengap,door	$real	open,the door is open,,,,,SN001416,doa i open
XV000356,Daakaka,sengave beleem,sengave	beleem,open	door,open the door,,,,,SN001417,openem doa
XV000357,Daakaka,nam sengelis esi mesean pyan klinik,nam	sengelis	esi	mese=an	pyan	klinik,$1sg=$real	stick.out.head	see	sick=$nom	under	clinic,I went to see a patient at the clinic,,,,,SN001419,mi checkem wan sik man long klinik
XV000358,Daakaka,beleem mwe senge,beleem	mwe	senge,door	$real	be.open,the door stands open,,,,,SN001420,doa i open
XV000359,Daakaka,kop sepukuone mok vyos,ko=p	sepukuone	m-ok	vyos,$2sg=$pot	straighten.out	$cl1-$1sg.poss	coconut,peel my coconut,,,,,SN001425,bae yu skinim kokonas we hem i redi blong mi
XV000360,Daakaka,sepukuone metas / pencil,sepukuone	metas	/	pencil,straighten.out	spear	/	pencil,sharpen a spear / pencil,,,,,SN001425,sapenem spia / pensil
XV000361,Daakaka,nge mwe sesa ka wa liye an mees,nge	mwe	sesa	ka	wa	liye	an	mees,$3sg	$real	reach.out	$mod.rel	$pot	carry	$3sg.poss	food,he/she reached out to get his/her food,,,,,SN001426,hem pusum han blong karem kakae blong hem
XV000362,Daakaka,yem sesa myane nyosi,ye=m	sesa	myane	nyosi,$3d=$real	reach.out	with	$3pc,they shake hands with each other,,,,,SN001427,oli sek han wetem olgeta
XV000363,Daakaka,nam mur me pyan te bósi ne lik mwe setyup,nam	mur	me	pyan	te	bósi	ne	l-ik	mwe	setyup,$1sg=$real	fall	come	under	$disc	bone	$trans	leg.of-$1sg.poss	$real	break,I fell and broke my leg,,,,,SN001432,mi foldaon afta bun blong leg blong mi i brok
XV000364,Daakaka,tyu bwe sikyene tan,tyu	bwe	sikyene	tan,chicken	$cont	scratch	earth,the chicken is scratching the ground,,,,,SN001444 ; SN001848,faol i stap skrasem doti/graon
XV000365,Daakaka,nam ensiline mees,nam	en-siline	mees,$1sg=$real	eat-finish	food,I ate up all the food,,,,,SN001448,mi flatem kakae
XV000366,Daakaka,kop silya sola ka we pirpir,ko=p	silya	sola	ka	we	pirpir,$2sg=$pot	prop.up	solar	$mod.rel	$pot	slanted,prop up the solar panel so it will stand aslant,,,,,SN001453,bae yu blokem sola mekem se bae i stanap i no level
XV000367,Daakaka,silye diprip,silye	diprip,pluck	creek.cabbage,pluck the [horizontal] leaves of a fern.,,,,,SN001454,karemaot ol lif blong kabij blong krik
XV000368,Daakaka,simsimi bokosin vyaa,simsimi	bokosin	vyaa,simsimi	bokosin	vyaa,suck on the thumb,,,,,SN001460,susu long fingga blong han
XV000369,Daakaka,ma sine ung baa,ma	sine	ung	baa,$real	put.into.hair	flower.of	hibiscus,he put a hibiscus flower into his hair,,,,,SN000068 ; SN001461,em i putum wan flaoa blong haebiskus long hea blong hem
XV000370,Daakaka,sini lewep,sini	lewep,thorn.of	pandanus.tree,thorns of the pandanus,,,,,SN001462,nidil blong stampa blong pandanas
XV000371,Daakaka,vyanten ente san sinisye mu vu,vyanten	en=te	s-an	sinisye	mu	vu,person	$dem=$dem.med	$cl3-$3sg.poss	manners	$real	good,this man has good manners,,,,,SN001466,man ia fasen blong hem i gud
XV000372,Daakaka,sipa na towo!,sipa	na	towo!,thank.you	$comp	big,thanks a lot!,,,,,SN001472 ; SN001795,bigfala tankyu!
XV000373,Daakaka,nam sivi amuk,na=m	sivi	am-uk,$1sg=$real	shave	beard.of-$1sg.poss,I have shaved,,,,,SN000023 ; SN001486,mi sevem biad blong mi
XV000374,Daakaka,sivi weseevir,sivi	weseevir,shave	broom,"remove the leafy parts from the rib of a coconut leaf, leaving only the rib",,,,,SN001486,klinim stik brum
XV000375,Daakaka,yaapu ente ma sivya temeli nyoo ente,yaapu	en=te	ma	sivya	temeli	nyoo	en=te,big.man	$dem=$dem.med	$real	expel	child	$3pl	$dem=$dem.prox,This man has chased away the children,,,,,SN001488,man ia i outem ol pikinini ia
XV000376,Daakaka,kop sivya ó na mwe pyang wu du to,ko=p	sivya	ó	na	mwe	pyang	wu	du	to,$2sg=$pot	expel	coconut	$comp	$real	hot	$pot	stay	later,push away the hot copra (to make room for new coconut flesh),,,,,SN001488 ; SN001765,bae yu pusum copra we i hot i stap beaen
XV000377,Daakaka,yaa mwe siyoo,yaa	mwe	siyoo,sun	$real	set,the sun has set,,,,,SN001491,san i go daon
XV000378,Daakaka,soluune vyanten,soluu=ne	vyanten,steam=$trans	person,heat so. up for healing,,,,,SN001497,stimim wan man blong hilim
XV000379,Daakaka,aa ma ate te mwe sóó,aa	ma	ate	te	mwe	sóó,nettle	$real	bite	$disc	$real	itch,being hot and itchy after contact with a nettle,,,,,SN000006 ; SN001588,nanggalat i kakae i skras
XV000380,Daakaka,aa mwe sóóte Dominique,aa	mwe	sóóte	Dominique,aa	$real	sóóte	Dominique,a nettle skratched Dominique,,,,,SN000006 ; SN001591,nangalat i skrasem Dominique
XV000381,Daakaka,kop suane op,ko=p	suane	op,$2sg=$pot	push	firewood,shove the firewood (into the oven),,,,,SN001168 ; SN001513,yu pusum faea wud
XV000382,Daakaka,suku kumala,suku	kumala,stuff.of	sweet.potato,scattered sweet potatoes,,,,,SN001516,plante kumala we i stap lae olbaot long graon
XV000383,Daakaka,sune wilparo,sune	wilparo,push	wheelbarrow,push a wheelbarrow,,,,,SN001525,pusum wilbaro
XV000384,Daakaka,kop sungane sot yen atuwo,ko=p	sungane	sot	yen	atuwo,$2sg=$pot	put.into	shirt	in	basket,put one shirt into the bag,,,,,SN001526,bae yu filim ap set inside long basket
XV000385,Daakaka,sutuoane bapan,sutuoane	bap=an,join	dance=$nom,join a dance,,,,,SN001531,joenem danis
XV000386,Daakaka,dom syan,dom	syan,yam	other,next year,,,,,SN001541,nekis yia
XV000387,Daakaka,seli mwe vyan syaor,seli	mwe	vyan	syaor,road	$real	go	end,the road leads to a dead end,,,,,SN001543,rod i blok
XV000388,Daakaka,bwetuk mwe syaor ane daa entak,bwet-uk	mwe	syaor	ane	daa	entak,head.of-$1sg.poss	$real	end	$trans	language	this,I can't figure this language out,,,,,SN001543,mi no save andastanem lanwij ia
XV000389,Daakaka,syepkote vyun,sye-p-kote	vy-un,cut-$ep-$res.in.two	hair.of-$3sg.poss,cut his/her hair,,,,,SN001545 ; SN001550 ; SN001972,katem hea blong hem
XV000390,Daakaka,to i sye tuswa,to	i	sye	tuswa,$neg.real	$cop	thing	one,"it doesn't matter, don't worry",,,,,SN001546,i no wan samting
XV000391,Daakaka,temeli vyaven na mwi sye,temeli	vyaven	na	mw=i	sye,child	femail	$comp	$real=$cop	thing,the small girl,,,,,SN001547 ; SN001694,smol gel
XV000392,Daakaka,em ente mwi sye kyun,em	en=te	mw=i	sye	kyun,house	$dem=$dem.prox	$real=$cop	thing	just,the house is only small,,,,,SN001547,haos ia i smol nomo
XV000393,Daakaka,nam syekpyakilye ok bosi na mu mur yen buu ó,na=m	syek-pyakilye	ok	bosi	na	mu	mur	yen	buu	ó,$1sg=$real	rummage-$res.search	$1sg.poss	chisel	$comp	$real	fall	in	heap.of	coconut,I am looking for my chisel which as fallen into a heap of coconuts,,,,,SN000224 ; SN001311 ; SN001549,mi lukaotem sukuru blong mi we i fuldaon long hip kokonas
XV000394,Daakaka,tyu mwe syeksyek yen tan/ syekane tan,tyu	mwe	syek-syek	yen	tan/	syek=ane	tan,chicken	$real	$redup-rummage	in	earth/	rummage=$trans	earth,a chicken is scratching the ground,,,,,SN001549 ; SN001848,faol i stap skrasem graon
XV000395,Daakaka,kuli bwe syekpyakilye tomo yen san buluwu,kuli	bwe	syek-pyakilye	tomo	yen	s-an	buluwu,dog	$cont	rummage-$res.search	rat	in	$cl3-$3sg.poss	hole,a dog is digging after a rat in its hole,,,,,SN000185 ; SN001311 ; SN001549,dog i stap lukaotem rat long hol blong hem
XV000396,Daakaka,eng mwe syoo,eng	mwe	syoo,wind	$real	go.through,the wind is blowing,,,,,SN001567,win i kam
XV000397,Daakaka,syooane op vyan yen paep,syoo=ane	op	vyan	yen	paep,go.through=$trans	firewood	go	in	pipe,push firewood into the opening of a copra oven,,,,,SN001168 ; SN001568,pusum faeawud i go long dram (blong bed blong kopra)
XV000398,Daakaka,vyanten entak mwe mene vilye syoten swa,vyanten	en=tak	mwe	me=ne	vilye	syoten	swa,person	$dem=$dem.prox	$real	come=$trans	place	far.away	one,this man comes from far away,,,,,SN001572,man ia i kam long wan ples we i longwe
XV000399,Daakaka,plen mwe syu,plen	mwe	syu,plane	$real	land,the plane has landed,,,,,SN001250 ; SN001573,plen i lan
XV000400,Daakaka,syuk si?,syuk	si?,uncle.of	who,whose uncle?,,,,,SN001574,angkel blong hu?
XV000401,Daakaka,vyan ma syute silee,vy-an	ma	syute	silee,hand.of-$3sg.poss	$real	hit	table,his hand hit the table,,,,,SN001445 ; SN001577,han blong hem i bangem tebol
XV000402,Daakaka,sorousian ente mwe usili bwilya ten tomo,sorousian	en=te	mwe	usili	bwilya	t-en	tomo,story	$dem=$dem.prox	$real	follow	rail	and-$3sg.poss	rat,this story is about the rail and the rat,,,,,SN001593,storian ia i folem nambilak wetem rat
XV000403,Daakaka,tom si?,t-om	si?,and-$2sg.poss	who,you and who else?,,,,,SN001155 ; SN001593,yu wetem hu?
XV000404,Daakaka,takokuone barvinye,takokuone	barvinye,clean	grass,maw a lawn,,,,,SN001617,klinim gud gras
XV000405,Daakaka,takote lee nyoo,ta-kote	lee	nyoo,cut-$in.two	wood	$3pl,fell trees,,,,,SN001596 ; SN001618,katem ol tri i foldaon
XV000406,Daakaka,ko mwi ta arve?,ko	mw=i	ta	arve?,$2sg	$real=$cop	from	where,where are you from?,,,,,SN001597,yu long wea?
XV000407,Daakaka,ta Taya,ta	Taya,from	Taya,the people of Pentecost,,,,,SN001597,ol man Pentikos
XV000408,Daakaka,pastae,pas-tae,thrust-$res.pierce,,,,,,SN001608,stikim brokem
XV000409,Daakaka,kyertae,kyer-tae,bite-$res.pierce,bite a hole into sth.,,,,,SN001608,kakae i brok
XV000410,Daakaka,kop takeene eguokuo yan aua,ko=p	takeene	eguokuo	yan	aua,$2sg=$pot	hang	towel	in	rope,hang the towel on the line,,,,,SN001615,hangem taoel long rop
XV000411,Daakaka,wii ane tako,wii	ane	tako,palm.leaf.rib	$trans	sago,rib of the leaf of the sago palm,,,,,SN001616,bun blong leaf blong natangura
XV000412,Daakaka,temeli ente yuon mwe tap ma maga,temeli	en=te	yu-on	mwe	tap	ma	maga,child	$dem=$dem.prox	feeling.of-$3sg.poss	$real	get.conscious	$real	fast,the mental abilities of this child have developed rapidly,,,,,SN001643,"pikini ya, tingting blong hem i kam gut hariap."
XV000413,Daakaka,vyanten ente yuon to tap,vyanten	en=te	yu-on	to	tap,person	$dem=$dem.med	feeling.of-$3sg.poss	$neg.real	get.conscious,this man is not fully conscious yet.,,,,,SN001643,"man ya, tingting blong hem i no kam klia yet"
XV000414,Daakaka,wye mwe tap,wye	mwe	tap,water	$real	used.up,"the water is used up, none is left",,,,,SN001644,wota i finis
XV000415,Daakaka,yam tasane apyang ane abwilyep,ya=m	tas=ane	apyang	ane	abwilyep,$3pl=$real	sit=$trans	fire	$trans	black.magic,they are holding a rite of black magic,,,,,SN001646 ; SN001648,oli mekem wan faea blong poison
XV000416,Daakaka,Anja mwe vyan taur,Anja	mwe	vyan	taur,Anja	$real	go	some.place,Anja went somewhere and I don't know where she is.,,,,,SN001654,Anja i go sam ples.
XV000417,Daakaka,nam pwer vyan te tavya,nam	pwer	vyan	te	tavya,$1sg=$real	stay	go	$disc	get.up,I slept and then got up,,,,,SN001657,"mi silip gogo, afta mi girap"
XV000418,Daakaka,ma tavyane sigaret yan gelinyam,ma	tavyane	sigaret	yan	geliny-am,$real	fix.to.head	sigaret	on	ear.of-$2sg.poss,he put a cigaret behind his ear,,,,,SN001439 ; SN001658,em i putum wan sigaret long ia blong hem
XV000419,Daakaka,tawilisye,tawili-sye,body.of-$3.poss,it's body,,,,,SN001664,bodi blong hem
XV000420,Daakaka,tawili levyó,tawili	levyó,tawili	tree.fern,body of a tree fern,,,,,SN001664,bodi blong blak palm
XV000421,Daakaka,te vis,te	vis,cut	banana,cut a bundle of banana from a tree,,,,,SN001671,katem banana
XV000422,Daakaka,wye to tea we,wye	to	tea	we,water	$neg.real	boil	yet,the water hasn't boiled yet,,,,,SN001675,wota i no boil yet
XV000423,Daakaka,ka yap tebwesye yen bili sewe?,ka	ya=p	tebwesye	yen	bili	sewe?,$mod.fel	$3pl=$pot	start	in	time.of	what,when are they going to start?,,,,,SN001433 ; SN001678,oli stat wen?
XV000424,Daakaka,ka yap tebweti gyesan bili sewe?,ka	ya=p	tebweti	gyes=an	bili	sewe?,$mod.rel	$3pl=$pot	start	work=$nom	time.of	what,when are they going to start working?,,,,,SN001679,oli statem wok wanem taem?
XV000425,Daakaka,un bik mwe tekyer,un	b-ik	mwe	tekyer,skin.of	body.of-$1sg.poss	$real	rough,my skin is rough / scaly,,,,,SN001685 ; SN001893,skin blong mi i brok
XV000426,Daakaka,teli buo,teli	buo,rope.of	pig,rope holding a pig,,,,,SN001688,rop blong pig
XV000427,Daakaka,ko wi ten ta lee an,ko	w=i	ten	ta	lee	an,$2sg	$pot=$cop	assigned.to	cut	wood	$nom,you are to cut wood,,,,,SN001596 ; SN001701,yu blong katem wud
XV000428,Daakaka,ós mwe tesi,ós	mwe	tesi,rain	$real	fall.down,rain is falling,,,,,SN001716 ; SN002226,ren i foldaon
XV000429,Daakaka,teveni etep,teveni	etep,bury	post,,,,,,SN001723,berem post
XV000430,Daakaka,yam teveni vyanten na mwe mer,ya=m	teveni	vyanten	na	mwe	mer,$3pl=$real	bury	person	$comp	$real	die,they bury the dead man,,,,,SN001723,oli berem man we i ded
XV000431,Daakaka,yam téé vyan etes te esi na tes mwe myas,ya=m	téé	vyan	etes	te	esi	na	tes	mwe	myas,$3pl=$real	look	go	at.the.sea	$disc	see	$comp	sea	$real	dry,they looked to the sea and saw that the tide was low,,,,,SN001862,olgeta i lukluk long solwota afta luk se solwota i drae
XV000432,Daakaka,barar téér,barar	téér,pig	pair,a male and a female pig,,,,,SN000086,wan man pig wetem wan woman pig
XV000433,Daakaka,wetii mwe tii,wetii	mwe	tii,rain.drops	$real	needle,rain drops are falling,,,,,SN001735,ol drop blong ren i fuldaon
XV000434,Daakaka,onet mwe tii kyenkyen,onet	mwe	tii	kyenkyen,hornet	$real	sting	sore,a hornet has stung painfully,,,,,SN001735,honet i stikim i soa
XV000435,Daakaka,tokta mwe tii nge,tokta	mwe	tii	nge,doctor	$real	sting	$3sg,the doctor gives him an injection,,,,,SN001735 ; SN001771,dokta i stikim hem
XV000436,Daakaka,tii tako,tii	tako,sting	sago,"stick the ""bone"" of a sago palm leaf through the leaf to fix it to a long piece of bamboo",,,,,SN001735,stikim tako
XV000437,Daakaka,etep mwe tii tilya ewewe,etep	mwe	tii	tilya	ewewe,post	$real	sting	be.together	roof.beams,the post supports the frame of the roof,,,,,SN001740,pos i sapotem frem blong ruf
XV000438,Daakaka,yem dimyane ka yep tiltilya,ye=m	dimyane	ka	ye=p	til-tilya,$3d=$real	want	$comp	$3d=$pot	$redup-take,the two wanted to be together,,,,,SN001739,tufala i wantem se tufala i stap tugeta
XV000439,Daakaka,yam titilye ye wep,ya=m	ti-tilye	ye	wep,$3pl=$real	$redup-tear	leaf.of	pandanus,they tear a pandanas leaf into narrow stripes.,,,,,SN001741,oli terem lif pandanas
XV000440,Daakaka,timye Kailong,timye	Kailong,father.of	Kailong,Kailong's father,,,,,SN001745,dadi blong Kailong
XV000441,Daakaka,timyan barar ente,timy-an	barar	en=te,father.of-$3sg.poss	pig	$dem=$dem.prox,the father of this pig,,,,,SN001744,dadi blong pig ya
XV000442,Daakaka,tinyen lee,tiny-en	lee,inside.of-$3sg.poss	tree,the inner side of a stem cut open,,,,,SN001746 ; SN001748,insaed blong wan tri
XV000443,Daakaka,kotitye barar,ko-titye	barar,hunt-$res.good	pig,hunt a pig down without killing it,,,,,SN001758,ronem wan pig be no kilim
XV000444,Daakaka,kop lingtitye pelet,ko=p	ling-titye	pelet,$2sg=$pot	put-$res.good	plate,put the plate down carefully,,,,,SN001758,putum gud pelet
XV000445,Daakaka,ma tiwiye pwesye lewovya,ma	tiwiye	pwesye	lewovya,$real	break	branch.of	ironwood.tree,he broke an ironwood twig,,,,,SN001760,hem i brekem wan smol branis blong burao
XV000446,Daakaka,vyanten tolir swa,vyanten	tolir	swa,person	strange	one,a stranger,,,,,SN001772,wan strenja
XV000447,Daakaka,or mwe tomar,or	mwe	tomar,place	$real	still,"it's quiet, no wind is blowing",,,,,SN001773,ples i kwaet
XV000448,Daakaka,eng mwe tomar,eng	mwe	tomar,eng	$real	still,no wind is blowing,,,,,SN001773,win i no blo
XV000449,Daakaka,nam toowe mees ne yevis,nam	toowe	mees	ne	yevis,$1sg=$real	cover	food	$trans	banana.leaf,I covered the food with banana leafs,,,,,SN001779,mi kaverem ap kakae long lif banana
XV000450,Daakaka,toowe temeli ente ne kaleko,toowe	temeli	en=te	ne	kaleko,cover	child	$dem=$dem.prox	$trans	cloth,cover this child with a blanket,,,,,SN001779,kaverem ap piknini ia long kaleko
XV000451,Daakaka,kop towane sam dep,ko=p	towane	s-am	dep,$2sg=$pot	throw	$cl3-$2sg.poss	snot,blow your nose,,,,,SN001791,yu bae bloem aot wota blong nus
XV000452,Daakaka,towane lewewo,towane	lewewo,throw	bamboo,spreading bamboo on the ground before weaving it into walls,,,,,SN001791,sakem bambu i go long graon blong wivim
XV000453,Daakaka,towane vyor,towane	vyor,throw	stone,throw a stone,,,,,SN001791,sakem wan ston
XV000454,Daakaka,towane vyaa,towane	vyaa,throw	hand,motioning so. to come,,,,,SN001791,sakem han (blong talem wan man se bae i kam)
XV000455,Daakaka,vyanten ente mwe towilya pol mu vu,vyanten	en=te	mwe	towilya	pol	mu	vu,person	$dem=$dem.med	$real	kick	ball	$real	good,this man kicks the ball well,,,,,SN001794,man ia i kikim pol i gud
XV000456,Daakaka,tóóve em,tóóve	em,cover	house,cover a house,,,,,SN001874,
XV000457,Daakaka,kop tóóve mees ne pelet,ko=p	tóóve	mees	ne	pelet,$2sg=$pot	cover	food	$trans	plate,you should cover the food with a plate,,,,,SN001874,bae yu kaverem ap kakae wetem wan plet
XV000458,Daakaka,myaop mwe tóp,myaop	mwe	tóp,volcano	$real	erupt,the volcano erupted,,,,,SN001860,volkeno i faerem ap
XV000459,Daakaka,vyok mwe tóp,vy-ok	mwe	tóp,hand.of-$1sg.poss	$real	erupt,my hand is inflamed,,,,,SN001860 ; SN001973,han blong mi i faerem ap
XV000460,Daakaka,ma tópkate em,ma	tópkate	em,$real	shield	house,he covered the house (with a roof),,,,,SN001861,em i blokem haos (lo wan ruf)
XV000461,Daakaka,kop tópkate buk,ko=p	tópkate	buk,$2sg=$pot	shield	boook,put sth. onto the book (to weigh the pages down),,,,,SN001861,bae yu putum wan hevi samting an tap lo buk (mekem se ol pepa i no save muv)
XV000462,Daakaka,tukate ver,tukate	ver,nail.down	wall,nailing sheets of woven bamboo to the wooden frame of a hut to serve as walls,,,,,SN001813,nilim wol
